,village,adjmatrix_key,pid,hhid,resp_id,resp_gend,resp_status,age,religion,caste,subcaste,mothertongue,speakother,kannada,tamil,telugu,hindi,urdu,english,otherlang,educ,villagenative,native_name,native_type,native_taluk,native_district,res_time_yrs,res_time_mths,movereason,movecontact,movecontact_res,movecontact_hhid,movecontact_pid,movecontact_name,workflag,work_freq,work_freq_type,occupation,privategovt,work_outside,work_outside_freq,shgparticipate,shg_no,savings,savings_no,electioncard,rationcard,rationcard_colour
7702,39,416,3909603,39096,3,2,Other,28,HINDUISM,GENERAL,LINGAYATH,KANNADA,No,No,No,No,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,AKSHAYA
7703,39,417,3909604,39096,4,2,Other,24,HINDUISM,GENERAL,LINGAYATH,KANNADA,No,No,No,No,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,AKSHAYA
7704,39,432,3910001,39100,1,2,Head of Household,50,HINDUISM,GENERAL,VAISHNAVA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,33.0,0.0,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURIST,OWNLAND,No,,Yes,1.0,Yes,1.0,Yes,Yes,APL
7705,39,436,3910005,39100,5,1,Other,28,HINDUISM,GENERAL,VAISHNAVA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,1.0,Yes,Yes,AKSHAYA
7706,39,437,3910006,39100,6,2,Other,24,HINDUISM,GENERAL,VAISHNAVA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,6.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,AKSHAYA
7707,39,448,3910201,39102,1,1,Head of Household,42,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,6TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,14.0,0.0,MARRIAGE,,,,,,Yes,3.0,DAYS PER WEEK,COOKING CONTRACTOR,PRIVATE BUSINESS,Yes,4.0,No,,Yes,1.0,Yes,Yes,ANTHYODAYA
7708,39,449,3910202,39102,2,2,Spouse of Head of Household,32,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,ANTHYODAYA
7709,39,453,3910301,39103,1,1,Head of Household,40,HINDUISM,OBC,BHANDARI,KANNADA,Yes,No,No,No,Yes,No,Yes,,DEGREE OR ABOVE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KARWAR,0.0,4.0,WORK,No,,,,,Yes,6.0,DAYS PER WEEK,HIGH SCHOOL TEACHER,GOVERNMENT,Yes,0.0,No,,Yes,2.0,Yes,No,
7710,39,454,3910302,39103,2,2,Spouse of Head of Household,25,HINDUISM,OBC,BHANDARI,KANNADA,Yes,No,No,No,Yes,No,Yes,,DEGREE OR ABOVE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KARWAR,0.0,4.0,WORK,No,,,,,Yes,6.0,DAYS PER WEEK,HIGH SCHOOL TEACHER,GOVERNMENT,No,,No,,Yes,1.0,Yes,No,
7711,39,456,3910304,39103,4,2,Other,50,HINDUISM,OBC,BHANDARI,KANNADA,No,No,No,No,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KARWAR,0.0,4.0,WORK,No,,,,,No,,,,,,,No,,No,,Yes,Yes,APL
7712,39,457,3910401,39104,1,1,Head of Household,47,HINDUISM,GENERAL,BRAMIN,KANNADA,Yes,No,No,Yes,No,No,No,,DEGREE OR ABOVE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,10.0,0.0,WORK,No,,,,,Yes,6.0,DAYS PER WEEK,PRIMARY SCHOOL TEACHER,GOVERNMENT,Yes,0.0,No,,Yes,2.0,Yes,Yes,GREEN
7713,39,458,3910402,39104,2,2,Spouse of Head of Household,42,HINDUISM,GENERAL,BRAMIN,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,PRIMARY SCHOOL TEACHER,GOVERNMENT,Yes,0.0,No,,Yes,2.0,Yes,Yes,GREEN
7714,39,464,3910701,39107,1,1,Head of Household,40,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,1.0,Yes,Yes,APL
7715,39,465,3910702,39107,2,2,Spouse of Head of Household,35,HINDUISM,OBC,VOKKALIGA,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,11.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,PRIMARY SCHOOL TEACHER,PRIVATE BUSINESS,No,,Yes,2.0,Yes,3.0,Yes,Yes,APL
7716,39,486,3911301,39113,1,1,Head of Household,50,HINDUISM,SCHEDULED TRIBE,VALMIKI NAYAK,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,No,,No,,Yes,Yes,YELLOW
7717,39,487,3911302,39113,2,2,Spouse of Head of Household,40,HINDUISM,SCHEDULED TRIBE,VALMIKI NAYAK,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,25.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,ANIMAL HUSBANDRY,PRIVATE BUSINESS,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
7718,39,498,3911601,39116,1,1,Head of Household,48,HINDUISM,OBC,GANIGA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,2.0,Yes,Yes,AKSHAYA
7719,39,499,3911602,39116,2,2,Spouse of Head of Household,43,HINDUISM,OBC,GANIGA,TAMIL,Yes,Yes,No,Yes,No,No,No,,2ND STANDARD,No,data has been removed for publication,TOWN,data has been removed for publication,TAMILNADU,16.0,0.0,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURIST & LABOUR,LAND LORD,No,,No,,Yes,1.0,Yes,Yes,AKSHAYA
7720,39,527,3912301,39123,1,1,Head of Household,32,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,LORRY DRIVER,PRIVATE BUSINESS,Yes,0.0,No,,No,,Yes,Yes,AKSHAYA
7721,39,528,3912302,39123,2,2,Spouse of Head of Household,26,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,DEGREE OR ABOVE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,4.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,No,No,
7722,39,530,3912304,39123,4,2,Other,22,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,3.0,0.0,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,Yes,1.0,Yes,1.0,No,No,
7723,39,533,3912307,39123,7,2,Other,48,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,33.0,0.0,MARRIAGE,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,Yes,1.0,Yes,2.0,Yes,Yes,YELLOW
7724,39,534,3912401,39124,1,1,Head of Household,69,HINDUISM,SCHEDULED TRIBE,VALMIKI NAYAK,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,3.0,No,,Yes,1.0,Yes,Yes,YELLOW
7725,39,535,3912402,39124,2,2,Spouse of Head of Household,60,HINDUISM,SCHEDULED TRIBE,VALMIKI NAYAK,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,40.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
7726,39,537,3912404,39124,4,2,Other,20,HINDUISM,SCHEDULED TRIBE,VALMIKI NAYAK,KANNADA,No,No,No,No,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,0.0,9.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Missing,No,
7727,39,543,3912601,39126,1,1,Head of Household,35,HINDUISM,OBC,BHAJANTHRI,KANNADA,Yes,No,No,Yes,No,No,No,,6TH STANDARD,Yes,,,,,,,,,,,,,Yes,4.0,DAYS PER WEEK,BARBER,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,Yes,GREEN
7728,39,544,3912602,39126,2,2,Spouse of Head of Household,30,HINDUISM,OBC,BHAJANTHRI,KANNADA,Yes,No,No,Yes,No,No,No,,4TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,11.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,GREEN
7729,39,547,3912701,39127,1,1,Head of Household,35,HINDUISM,OBC,GOLLA,KANNADA,Yes,No,No,Yes,No,No,No,,6TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,WORKING IN BAR,OWNER,No,,No,,Yes,1.0,Yes,Yes,YELLOW
7730,39,548,3912702,39127,2,2,Spouse of Head of Household,30,HINDUISM,OBC,GOLLA,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,14.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
7731,39,551,3912801,39128,1,1,Head of Household,50,HINDUISM,OBC,GOLLA,TELUGU,Yes,Yes,Yes,No,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,2.0,Yes,Yes,ANTHYODAYA
7732,39,552,3912802,39128,2,2,Spouse of Head of Household,40,HINDUISM,OBC,GOLLA,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,35.0,0.0,MARRIAGE,,,,,,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,ANTHYODAYA
7733,39,554,3912901,39129,1,1,Head of Household,55,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,CYCLE SHOP OWNER,PRIVATE BUSINESS,No,,No,,Yes,2.0,Yes,Yes,GREEN
7734,39,555,3912902,39129,2,2,Spouse of Head of Household,50,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,8TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,24.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,GREEN
7735,39,557,3912904,39129,4,2,Other,20,HINDUISM,GENERAL,LINGAYATH,KANNADA,No,No,No,No,No,No,No,,DEGREE OR ABOVE,Yes,,,,,,,,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,No,Yes,GREEN
7736,39,558,3913001,39130,1,1,Head of Household,35,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,CYCLE SHOP OWNER,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,Yes,GREEN
7737,39,559,3913002,39130,2,2,Spouse of Head of Household,28,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,10.0,0.0,MARRIAGE,,,,,,Yes,5.0,DAYS PER WEEK,ANIMAL HUSBANDRY,PRIVATE BUSINESS,No,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
7738,39,562,3913101,39131,1,1,Head of Household,50,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,BUSINESS,PRIVATE BUSINESS,No,,No,,Yes,3.0,Yes,No,
7739,39,563,3913102,39131,2,2,Spouse of Head of Household,40,HINDUISM,GENERAL,LINGAYATH,KANNADA,No,No,No,No,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,16.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,GREEN
7740,39,579,3913601,39136,1,1,Head of Household,45,HINDUISM,OBC,GOLLA,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,10.0,0.0,WORK,Yes,Yes,39117.0,1.0,data has been removed for publication,Yes,4.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,No,,Yes,1.0,No,Yes,YELLOW
7741,39,580,3913602,39136,2,2,Spouse of Head of Household,30,HINDUISM,OBC,GOLLA,KANNADA,Yes,No,No,Yes,No,No,No,,8TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,10.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,No,Yes,YELLOW
7742,39,593,3913901,39139,1,1,Head of Household,50,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,HOURS PER DAY,AGRICULTURIST,OWN,No,,No,,No,,Yes,Yes,GREEN
7743,39,594,3913902,39139,2,2,Spouse of Head of Household,48,HINDUISM,OBC,KUMBARA,TELUGU,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,27.0,0.0,MARRIAGE,,,,,,Yes,4.0,HOURS PER DAY,AGRICULTURIST,OWN,No,,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
7744,39,595,3913903,39139,3,1,Other,25,HINDUISM,OBC,KUMBARA,KANNADA,Yes,No,No,Yes,Yes,No,Yes,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,6.0,HOURS PER DAY,AGRICULTURIST,OWN,No,,No,,No,,Yes,Yes,GREEN
7745,39,596,3913904,39139,4,2,Other,24,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,No,,Yes,No,
7746,39,597,3913905,39139,5,2,Other,21,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,No,Yes,GREEN
7747,39,599,3914001,39140,1,2,Head of Household,40,HINDUISM,OBC,KUMBARA,KANNADA,Yes,No,No,Yes,No,No,No,,6TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,25.0,0.0,MARRIAGE,,,,,,Yes,6.0,HOURS PER DAY,ANIMAL HUSBANDRY,OWN,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
7748,39,609,3914201,39142,1,1,Head of Household,48,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,REAL ESTATE BUSINESS,PRIVATE BUSINESS,Yes,0.0,No,,Yes,1.0,Yes,Yes,GREEN
7749,39,610,3914202,39142,2,2,Spouse of Head of Household,38,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,20.0,0.0,MARRIAGE,,,,,,Yes,5.0,HOURS PER DAY,STORE KEEPING,PRIVATE BUSINESS,No,,Yes,1.0,Yes,4.0,Yes,Yes,RED
7750,39,618,3914402,39144,2,2,Spouse of Head of Household,36,HINDUISM,OBC,KUMBARA,TELUGU,Yes,Yes,No,No,No,No,No,,9TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,20.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,YELLOW
7751,39,623,3914501,39145,1,1,Head of Household,56,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,1.0,Yes,Yes,GREEN
7752,39,624,3914502,39145,2,2,Spouse of Head of Household,45,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,2ND STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,25.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
7753,39,628,3914602,39146,2,2,Spouse of Head of Household,48,HINDUISM,SCHEDULED TRIBE,NAYAK,TELUGU,Yes,Yes,No,No,No,No,No,,4TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,FLOWER SELLING,PRIVATE BUSINESS,Yes,0.0,Yes,1.0,Yes,1.0,Yes,Yes,GREEN
7754,39,629,3914603,39146,3,1,Other,37,HINDUISM,SCHEDULED TRIBE,NAYAK,TELUGU,Yes,Yes,No,No,No,No,No,,3RD STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN LAND,No,,No,,Yes,1.0,Yes,Yes,YELLOW
7755,39,630,3914604,39146,4,2,Other,27,HINDUISM,SCHEDULED TRIBE,NAYAK,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,12.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,No,,No,,Yes,Yes,YELLOW
7756,39,634,3914701,39147,1,1,Head of Household,37,HINDUISM,OBC,VISHWAKARMA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,WELDING WORKER,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,Yes,APL
7757,39,635,3914702,39147,2,2,Spouse of Head of Household,35,HINDUISM,OBC,VISHWAKARMA,KANNADA,Yes,No,No,Yes,No,No,No,,7TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,14.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,APL
7758,39,640,3914901,39149,1,1,Head of Household,41,HINDUISM,GENERAL,BRAMIN,KANNADA,Yes,No,No,Yes,No,No,Yes,,OTHER DIPLOMA,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,TEACHER,GOVERNMENT,Yes,0.0,No,,Yes,8.0,Yes,Yes,RED
7759,39,641,3914902,39149,2,2,Spouse of Head of Household,32,HINDUISM,GENERAL,BRAMIN,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGLOURE RURAL,14.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,2.0,Yes,Yes,RED
7760,39,645,3914906,39149,6,2,Other,47,HINDUISM,GENERAL,BRAMIN,KANNADA,No,No,No,No,No,No,No,,NONE,Yes,,,,,,,,,,,,,No,,,,,,,No,,No,,Yes,Yes,ANTHYODAYA
7761,39,646,3915001,39150,1,1,Head of Household,35,HINDUISM,SCHEDULED TRIBE,NAYAK,KANNADA,Yes,No,No,Yes,No,No,No,,3RD STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE,OWN,No,,No,,Yes,2.0,Yes,Yes,YELLOW
7762,39,647,3915002,39150,2,2,Spouse of Head of Household,30,HINDUISM,SCHEDULED TRIBE,NAYAK,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,KOLAR,15.0,0.0,MARRIAGE,,,,,,Yes,6.0,HOURS PER DAY,ANIMAL HUSBANDRY,OWN,No,,No,,No,,Yes,Yes,YELLOW
7763,39,651,3915101,39151,1,2,Head of Household,45,HINDUISM,OBC,BHAJANTHRI,TELUGU,Yes,Yes,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE,30.0,0.0,MARRIAGE,,,,,,Yes,5.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,No,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
7764,39,656,3915301,39153,1,1,Head of Household,60,HINDUISM,OBC,BHAJANTHRI,TELUGU,Yes,No,No,Yes,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,BARBER,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,Yes,YELLOW
7765,39,657,3915302,39153,2,2,Spouse of Head of Household,38,HINDUISM,OBC,BHAJANTHRI,TELUGU,No,No,No,No,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,13.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
7766,39,667,3915501,39155,1,1,Head of Household,34,HINDUISM,OBC,BHAJANTHRI,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,BARBER,PRIVATE BUSINESS,Yes,0.0,No,,No,,Yes,Yes,ANTHYODAYA
7767,39,668,3915502,39155,2,2,Spouse of Head of Household,25,HINDUISM,OBC,BHAJANTHRI,TELUGU,Yes,Yes,No,No,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,CHIKKABALLAPURA,12.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURE LABOUR,LAND LORD,Yes,0.0,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
7768,39,677,3915701,39157,1,1,Head of Household,36,HINDUISM,OBC,GANIGA,KANNADA,Yes,No,No,Yes,No,No,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,3.0,HOURS PER DAY,AGRICULTURE,OWN,No,,No,,Yes,2.0,Yes,Yes,RED
7769,39,678,3915702,39157,2,2,Spouse of Head of Household,30,HINDUISM,OBC,GANIGA,KANNADA,Yes,No,Yes,Yes,No,No,No,,5TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,-999,15.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,No,,Yes,Yes,RED
7770,39,682,3915706,39157,6,2,Other,45,HINDUISM,OBC,GANIGA,KANNADA,Yes,No,No,Yes,No,No,No,,5TH STANDARD,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,TAILORING,OWN,No,,No,,Yes,1.0,Yes,Yes,YELLOW
7771,39,683,3915707,39157,7,2,Other,19,HINDUISM,OBC,GANIGA,KANNADA,Yes,No,Yes,Yes,Yes,No,Yes,,UNCOMPLETED DEGREE,Yes,,,,,,,,,,,,,No,,,,,,,No,,Yes,1.0,No,Yes,RED
7772,39,691,3916001,39160,1,1,Head of Household,63,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,Yes,No,No,,OTHER DIPLOMA,Yes,,,,,,,,,,,,,Yes,4.0,HOURS PER DAY,AGRICULTURIST,OWN,No,,No,,No,,Yes,Yes,YELLOW
7773,39,692,3916002,39160,2,2,Spouse of Head of Household,58,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,NONE,No,data has been removed for publication,VILLAGE,data has been removed for publication,BANGALORE RURAL,40.0,0.0,MARRIAGE,,,,,,No,,,,,,,No,,No,,Yes,Yes,YELLOW
7774,39,693,3916003,39160,3,1,Other,28,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,2ND P.U.C.,Yes,,,,,,,,,,,,,Yes,7.0,DAYS PER WEEK,AGRICULTURIST,OWN,No,,No,,Yes,1.0,Yes,Yes,RED
7775,39,694,3916004,39160,4,2,Other,25,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,Yes,No,No,,OTHER DIPLOMA,No,data has been removed for publication,CITY,,BANGALORE,5.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,PRIMARY SCHOOL TEACHER,GOVERNMENT,Yes,0.0,No,,Yes,3.0,Yes,No,
7776,39,696,3916101,39161,1,1,Head of Household,35,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,Yes,Yes,Yes,Yes,No,,S.S.L.C.,Yes,,,,,,,,,,,,,Yes,6.0,DAYS PER WEEK,TAILORING,PRIVATE BUSINESS,No,,No,,Yes,1.0,Yes,Yes,BPL
7777,39,697,3916102,39161,2,2,Spouse of Head of Household,30,HINDUISM,GENERAL,LINGAYATH,KANNADA,Yes,No,No,Yes,No,No,No,,8TH STANDARD,No,data has been removed for publication,VILLAGE,data has been removed for publication,TUMKUR,18.0,0.0,MARRIAGE,,,,,,Yes,6.0,DAYS PER WEEK,PETTY SHOP KEEPING,PRIVATE BUSINESS,No,,No,,No,,Yes,Yes,RED
7778,39,708,3916501,39165,1,1,Head of Household,55,HINDUISM,OBC,BALAJIGA,TELUGU,Yes,Yes,No,No,No,No,No,,9TH STANDARD,Yes,,,,,,,,,,,,,Yes,7.0,HOURS PER DAY,CYCLE SHOP OWNER,PRIVATE BUSINESS,No,,No,,No,,Yes,Yes,YELLOW
7779,39,709,3916502,39165,2,2,Spouse of Head of Household,43,HINDUISM,OBC,BALAJIGA,TELUGU,Yes,Yes,No,No,No,No,No,,7TH STANDARD,No,data has been removed for publication,CITY,,BANGALORE,28.0,0.0,MARRIAGE,,,,,,No,,,,,,,Yes,1.0,Yes,1.0,Yes,Yes,YELLOW
